track_name,artist,genre,popularity,duration_ms,energy,valence,danceability,mode
May paper turn,Julia Green,reggae,50,223032,0.89,0.98,0.6,1
So toward avoid attention,Lindsay Orr,jazz,19,143619,0.46,0.75,0.17,0
Good like,Kathryn Ruiz,classical,54,251190,0.66,0.24,0.99,0
Job central than,Anne Flynn,electronic,44,171701,0.39,0.99,0.92,1
Start central happy,Jennifer Mcpherson,hip hop,41,259465,0.45,0.74,0.38,0
Finally least,Nicholas Meyer,classical,1,244400,0.97,0.76,0.75,1
Institution student television,Jennifer Black,hip hop,88,178719,0.65,0.3,0.46,1
Buy its upon,Nicholas Meyer,jazz,53,297846,0.97,0.07,0.68,0
Doctor organization stock opportunity,Jesus Flores,jazz,89,287512,0.79,0.2,0.4,0
Maybe nation,Charlotte Jones,rock,73,223510,0.18,0.96,0.44,1
Budget evening,Julia Green,jazz,28,272068,0.87,0.04,0.32,1
Since question,Alexa Pace,metal,27,124327,0.06,0.39,0.39,0
Raise,Mary Martin,pop,86,140242,0.39,0.06,0.51,0
Finish more,Derrick Flores,jazz,13,143699,0.2,0.65,0.77,0
Top wait present,Edward Mitchell,reggae,80,295852,0.63,0.6,0.36,0
Nice then,Matthew Reese,reggae,20,276158,0.32,0.75,0.39,1
Consumer herself trouble,Jasmine Smith,reggae,7,207723,0.36,0.52,0.58,0
Center treatment,Roberto Heath,reggae,23,274092,0.92,0.38,0.77,0
No impact,Jonathan Atkins,classical,90,263941,0.18,0.82,0.48,0
Act commercial standard,Darrell Lewis,hip hop,31,176856,0.78,0.83,0.21,0
Find simply,Derrick Flores,metal,73,171127,0.47,0.26,0.02,0
Occur tax,Aaron Phillips,electronic,97,262874,0.84,0.29,0.36,1
Quite to,Jasmine Smith,rock,17,279259,0.99,0.53,0.17,1
Six race citizen here,Nicholas Meyer,rock,75,212587,0.8,0.75,0.47,1
Force feeling,Mr. Norman Bender DDS,classical,76,161028,0.16,0.69,0.36,0
Other particular herself,Charles Conley,folk,71,248515,0.67,0.87,0.9,0
Film their,Brandi Yates,pop,19,158755,0.55,0.87,0.18,0
Become drug,Mary Martin,electronic,18,262388,0.85,0.53,0.5,1
Mean treatment economic,Mary Martin,electronic,76,290110,0.41,0.48,0.16,1
Rest certainly,Antonio Jones,reggae,52,192608,0.68,0.32,0.45,0
Fear picture,William Rivera,folk,13,122571,0.92,0.12,0.55,1
Remain technology,Jennifer Black,pop,69,132875,0.93,0.48,0.4,1
Property oil clear soldier,David Baker,classical,3,297641,0.34,0.11,0.01,0
More appear trip,Wesley Nelson,rock,71,288230,0.56,0.68,0.42,1
Instead local article,Julia Green,jazz,63,234096,0.08,0.21,0.53,1
Area,Erika Norton,metal,49,286199,0.3,0.76,0.24,0
Cause discover agreement,Clayton Stone,electronic,56,236047,0.28,0.57,0.97,0
Everything so expect,Darrell Lewis,reggae,18,160951,0.79,0.93,0.43,0
Despite,Marvin Shaw,folk,78,139468,0.34,0.18,0.48,0
Partner,Matthew Reese,folk,63,184192,0.29,0.31,0.32,0
Remain degree she,Kathryn Holloway,rock,37,122273,0.32,0.63,0.25,0
Trial design,Richard Fields,metal,79,245357,0.86,0.64,0.43,0
Partner finally,Mary Martin,jazz,75,247614,0.45,0.98,0.41,0
Cup audience realize hospital,David Baker,folk,94,203121,0.58,0.61,0.09,1
Capital beautiful thought,Nicholas Meyer,reggae,29,221939,0.44,0.2,0.44,1
Bill wife science,John Evans,folk,38,252635,0.75,0.68,0.35,1
Could its,Marvin Shaw,reggae,31,149682,0.8,0.61,0.25,1
Choice west,Nicholas Meyer,jazz,76,222315,0.06,0.44,0.84,1
Guess into result,Kyle Brady,hip hop,61,185791,0.48,0.48,0.24,0
Fish team,Anne Flynn,rock,28,253061,0.27,0.46,0.37,0
Perform author father play,Mr. Norman Bender DDS,rock,96,267530,0.83,0.47,0.37,0
Bring certainly some,Nicholas Meyer,hip hop,23,275883,0.04,0.78,0.92,1
Natural star crime,Charles Conley,pop,36,211928,0.74,0.44,0.38,1
Method support prepare,Christopher Higgins,jazz,41,268707,0.07,0.22,0.3,0
Role,Kathleen Lang,jazz,16,292414,0.74,0.47,0.98,0
Partner best,William Rivera,electronic,7,226540,0.34,0.2,0.88,0
Accept long,Jesus Flores,classical,60,202252,0.93,0.82,0.67,0
Area he side,Lacey Shaw,metal,64,168733,0.73,0.12,0.4,0
Key minute rock,Alyssa Kelley,folk,71,248134,0.76,0.33,0.47,0
Serious piece daughter,Erika Norton,reggae,59,231391,0.25,0.59,0.47,0
Game matter,Nicholas Meyer,folk,31,234647,0.85,0.41,0.57,1
Lot image until,Charles Conley,folk,42,122919,0.79,0.75,0.69,1
Rule race life,Jennifer Mcpherson,jazz,84,132155,0.44,0.14,0.4,0
Fact together writer,Richard Fields,rock,56,280472,0.23,0.18,0.95,1
Education sometimes,Anne Flynn,classical,57,255474,0.16,0.29,0.24,1
Religious doctor,Brandi Yates,jazz,10,212072,0.43,0.12,0.46,1
Win believe,Ebony Frey,electronic,70,235946,0.16,0.8,0.32,0
Sense bank west doctor,Janice Schaefer,folk,85,128991,0.98,0.67,0.3,1
Space wonder,Kristen Luna MD,classical,40,172555,0.69,0.81,0.36,1
Mrs half unit,Jesus Flores,classical,80,245100,0.14,0.52,0.87,1
South test enjoy,Charlotte Jones,pop,58,126300,0.35,0.8,0.85,1
Summer,John Evans,metal,23,136993,0.78,0.53,0.32,0
City,John Evans,folk,100,127364,0.83,0.18,0.87,1
Amount successful,John Evans,electronic,72,265947,0.77,0.11,0.98,0
Condition section,Roberto Heath,jazz,28,244029,0.1,0.24,0.87,1
Resource opportunity,Darrell Lewis,electronic,4,258721,0.37,0.22,0.41,1
Well manager,Nichole Drake,folk,54,255237,0.93,0.42,0.16,1
Continue through,Kyle Brady,metal,85,228465,0.05,0.4,0.48,1
Firm together hour family,John Evans,classical,100,183835,0.74,0.75,0.33,0
Vote interview,Charles Conley,pop,95,287458,0.67,0.44,0.9,0
Outside age go,Wesley Nelson,classical,37,130249,0.18,0.69,0.8,0
As animal,Matthew Reese,pop,69,203927,0.81,0.53,0.15,1
Else put,Derrick Flores,reggae,37,214316,0.78,0.63,0.05,0
View wonder,Jonathan Atkins,hip hop,14,124303,0.79,0.09,0.06,1
Project before bed,Ebony Frey,jazz,31,150655,0.41,0.01,0.67,1
Ask time,Roberto Heath,rock,43,286517,0.37,0.38,0.44,0
Decision heart,Richard Fields,jazz,90,192218,0.44,0.65,0.05,0
By decision stock,Kyle Brady,jazz,70,198871,0.03,0.64,0.59,0
Voice generation region,Richard Fields,reggae,51,269600,0.62,0.04,0.65,1
Parent many,Jesus Flores,jazz,30,207040,0.44,0.35,0.7,0
Majority near pay,Brittany Avila,electronic,50,175355,0.56,0.4,0.49,0
Charge very,Jennifer Mcpherson,jazz,41,253690,0.92,0.1,0.04,0
Down job,Mary Martin,electronic,8,197800,0.87,0.67,0.26,1
Wind also finish,Jasmine Smith,metal,31,295949,0.61,0.77,0.73,1
Meet anyone stop,Nichole Drake,classical,75,263857,0.02,0.7,0.87,1
Result beat,Matthew Reese,reggae,21,202884,0.1,0.01,0.58,0
Effect,Ryan Hahn,reggae,72,271925,0.5,0.45,0.07,0
History hair,Marvin Shaw,folk,50,226505,0.96,0.91,0.1,0
Behavior total hospital start,Matthew Reese,electronic,69,197085,0.38,0.11,0.18,0
Dog common,Ryan Hahn,classical,12,219882,0.25,0.26,0.41,0
Left plant man,John Evans,classical,29,149282,0.15,0.35,0.42,0
Minute dog since,Alexa Pace,reggae,75,251223,0.45,0.17,0.87,1
Off market,Edward Mitchell,reggae,81,273186,0.94,0.49,0.36,0
Same quality strategy,Jesus Flores,folk,100,238319,0.12,0.9,0.65,0
Though,Charlotte Jones,classical,63,144654,0.93,0.04,0.28,1
House state bed,Julia Green,rock,98,186184,0.45,0.9,0.33,1
Husband management your,Charlotte Jones,jazz,13,216987,0.19,0.26,0.97,0
Country eye,Edward Mitchell,metal,76,194922,0.73,0.37,0.09,0
Staff anyone require,Nicholas Meyer,electronic,59,266198,0.04,0.59,0.49,1
Improve sea sense,Richard Fields,hip hop,77,169637,0.81,0.81,0.44,1
Wish wonder,Edward Mitchell,classical,21,201909,0.9,0.82,0.67,0
Stock rise,Jonathan Atkins,reggae,84,297176,0.12,0.44,0.84,1
Effort,Lacey Shaw,pop,55,152499,0.19,0.19,0.15,1
Respond even,Kathryn Ruiz,classical,11,266010,0.2,0.82,0.43,0
Blood not,Nichole Drake,rock,68,187064,0.94,0.86,0.36,0
Bring order future,Darrell Lewis,pop,85,212162,0.27,0.13,0.97,1
Foot force thing,Lindsay Orr,hip hop,43,121737,0.37,0.9,0.5,0
Accept worker heart,Antonio Jones,folk,82,257780,0.92,0.7,0.44,1
Even involve floor,Anne Flynn,rock,50,169321,0.21,0.03,0.66,0
Fund decade,Jennifer Black,reggae,13,185072,0.15,0.47,0.45,0
Kid must example,Kathleen Lang,hip hop,16,237656,0.45,0.72,0.44,1
Consider develop,Derrick Flores,classical,65,152406,0.58,0.84,0.76,1
Issue possible offer,David Baker,reggae,37,272979,0.69,0.98,0.29,0
Any occur,Erika Norton,rock,53,248184,0.35,0.88,0.16,1
Article office,Derrick Flores,metal,33,278213,0.96,0.0,0.69,0
Mean forget sister,Brittany Avila,metal,54,235117,0.65,0.21,0.19,0
Head decide,Alexa Pace,rock,15,174104,0.87,0.48,0.6,1
Close hear woman,Clayton Stone,electronic,5,174361,0.55,0.53,0.19,0
Body world reality,Brandi Yates,classical,93,145122,0.51,0.11,0.4,0
Just increase,William Rivera,hip hop,54,155434,0.54,0.87,0.87,0
Need ten within,Jennifer Black,folk,88,281114,0.64,0.37,0.19,0
Stand fly,Antonio Jones,classical,99,295151,0.89,0.56,0.54,0
Leg space open,Alyssa Kelley,classical,31,188181,0.81,0.86,0.58,0
Think give,Amanda Huffman,pop,48,231753,0.01,0.42,0.18,1
Fight five but,Ryan Hahn,classical,37,224117,0.04,0.14,0.91,0
Show only south,Clayton Stone,hip hop,63,264754,0.64,0.13,0.93,1
Series drive give,Matthew Reese,rock,100,264247,0.99,0.15,0.96,1
Total reach ball,Charlotte Jones,rock,31,208434,0.04,0.42,0.07,1
Model system good close,William Livingston,pop,41,245846,0.84,0.89,0.5,0
Service year evidence ball,Destiny Roberts,metal,90,281252,0.88,0.06,0.56,1
Your artist,Jesse Mccarthy,classical,54,259191,0.4,0.93,0.05,0
Toward pressure,Mr. Norman Bender DDS,metal,11,222585,0.56,0.81,0.93,0
Care major line,Christopher Higgins,jazz,56,179253,0.47,0.2,0.53,1
Have food,Antonio Jones,rock,96,171821,0.58,0.2,0.01,0
Decide they,Ryan Hahn,pop,43,294315,0.39,0.4,0.04,0
Page,Brittany Avila,hip hop,36,249089,0.29,0.83,0.89,1
Must north,Kristen Luna MD,folk,68,258844,0.62,0.06,0.17,0
Table onto military,Marvin Shaw,folk,42,165642,0.15,0.78,0.21,0
Party stand option,Brandi Yates,reggae,86,165784,0.96,0.33,0.04,1
Environmental treatment building yard,Mr. Norman Bender DDS,electronic,87,197526,0.49,0.88,0.29,0
History response,Christopher Gomez,folk,51,201601,0.36,0.27,0.55,0
Spring bring,Matthew Reese,reggae,73,165534,0.74,0.27,0.43,1
Letter radio firm,Kathryn Holloway,metal,66,183486,0.48,0.35,0.98,1
Interview seek present,Antonio Jones,pop,43,262646,0.24,0.49,0.04,1
Man yard,Christopher Higgins,reggae,78,272320,0.05,0.19,0.44,0
Statement detail,Matthew Reese,rock,9,179512,0.77,0.99,0.71,0
Education weight than interview,Erika Norton,jazz,26,181990,0.11,0.76,0.67,1
Her other,Richard Fields,jazz,14,132782,0.08,0.41,0.09,0
Expect focus,Charles Conley,electronic,23,121870,0.85,0.43,0.99,1
Not,Amanda Huffman,pop,72,174281,0.08,0.39,0.28,1
Game guess wish,Donna Ellis,metal,29,150663,0.38,0.29,0.9,0
Evening class,Abigail Watkins,electronic,0,136726,0.48,0.69,0.12,1
History say small,Janice Schaefer,classical,94,185548,0.05,0.76,0.6,1
Feeling toward first,Mr. Norman Bender DDS,pop,9,276766,0.9,0.01,0.84,1
Mrs show,Charlotte Jones,metal,56,181014,0.64,0.16,0.42,0
Send country western,Kathryn Holloway,classical,47,142813,0.47,0.43,0.36,1
Pass discover,William Rivera,rock,83,127374,0.15,0.19,0.93,1
Organization admit,Abigail Watkins,reggae,6,224032,0.41,0.74,0.02,1
Scene,Erika Norton,hip hop,46,236851,0.44,0.29,0.66,0
Production street,Lindsay Orr,classical,10,250646,0.34,0.15,0.71,1
Recently assume western phone,Lacey Shaw,classical,50,151987,0.32,0.46,0.91,0
Yeah behavior major,Nicholas Meyer,metal,70,185345,0.1,0.97,0.32,0
Structure husband these,William Livingston,rock,33,162593,0.72,0.12,0.29,1
Entire daughter million,Clayton Stone,classical,53,235238,0.22,0.92,0.94,1
Oil bag affect,Edward Mitchell,rock,60,189126,0.09,0.89,0.0,1
Like clearly,Kathryn Holloway,metal,41,201334,0.9,0.32,0.05,1
Again marriage finish,Edward Mitchell,reggae,0,170346,0.25,0.89,0.65,0
Among make ten,Alexa Pace,reggae,11,240981,0.03,0.1,0.65,0
Several choose,Abigail Watkins,rock,86,152957,0.45,0.53,0.86,0
Community power bill,Lacey Shaw,reggae,3,184065,0.96,0.47,0.38,1
Quality suffer,Wesley Nelson,jazz,3,136685,0.57,0.67,0.85,1
Image for middle choice,Destiny Roberts,jazz,99,224545,0.72,0.71,0.87,0
Degree find material,William Livingston,jazz,15,230400,0.87,0.21,0.76,0
Spend,Brandi Yates,jazz,90,138275,0.84,0.25,1.0,1
Agent dark,Brandi Yates,jazz,50,234425,0.14,0.91,0.53,0
Capital thought allow,Ryan Hahn,electronic,82,231523,0.89,0.88,0.13,0
Ready lead response,Aaron Phillips,rock,65,188606,0.4,0.22,0.81,1
Rest safe although far,Matthew Reese,rock,89,208588,0.61,0.24,0.92,1
Hard,Charles Conley,metal,18,136942,0.85,0.5,0.42,1
Return available win,David Baker,electronic,29,145834,0.95,0.75,0.27,1
Cut skill,Aaron Phillips,pop,4,204824,0.65,0.29,0.1,0
Leave west,Brittany Avila,reggae,13,178658,0.64,0.29,0.43,0
Even three,David Baker,rock,87,123114,0.95,0.54,0.85,0
Far us whatever,Christopher Gomez,reggae,54,271152,0.84,0.75,0.45,1
Sport later,Marvin Shaw,pop,71,258120,0.23,0.01,0.11,1
Attorney democratic,Matthew Reese,jazz,36,248045,0.31,0.5,0.24,0
View word sort,Brittany Avila,classical,83,279568,0.47,0.43,0.6,0
Truth skin,Brandi Yates,rock,54,251586,0.77,0.16,0.95,0
Data city size,Brandi Yates,rock,89,246795,0.8,0.32,0.25,0
Most behavior,Lindsay Orr,electronic,2,141654,0.91,0.12,0.33,1
As wall,Darrell Lewis,folk,89,237358,0.27,0.02,0.62,0
Response green,Charles Conley,pop,92,292281,0.94,0.03,0.35,0
Inside special day audience,William Livingston,folk,67,189966,0.45,0.15,0.4,0
When she ten,Nichole Drake,metal,94,278949,0.61,0.89,0.29,1
Newspaper authority,Roberto Heath,rock,76,210788,0.86,0.04,0.69,1
Always loss,Edward Mitchell,hip hop,62,254427,0.65,0.89,0.03,0
Since good out,Derrick Flores,metal,25,143338,0.76,0.15,0.67,0
And lawyer,Ebony Frey,reggae,42,277987,0.14,0.55,0.78,0
Garden decision mouth,William Rivera,electronic,10,168595,0.33,0.49,0.14,0
Position ask claim,Jennifer Black,electronic,44,232438,0.12,0.17,0.46,0
Thousand,Roberto Heath,jazz,24,193208,0.79,0.5,0.71,0
Dream trouble,Erika Norton,hip hop,40,290539,0.49,0.7,0.86,0
Young player student,Amanda Huffman,rock,39,159599,0.01,0.25,0.03,0
Other a table,Julia Green,reggae,14,216892,0.65,0.46,0.62,1
Not agreement,Kyle Brady,hip hop,6,293673,0.33,0.57,0.66,1
Mother talk,Brittany Avila,electronic,0,270648,0.36,0.69,0.74,1
Standard,Kathryn Holloway,reggae,90,279089,0.22,0.3,0.78,1
Brother clearly house,Janice Schaefer,electronic,74,211287,0.45,0.22,0.72,0
Region happen skill,Amanda Huffman,metal,100,138728,0.13,0.15,0.24,0
Form race manage,Brandi Yates,rock,81,139307,0.24,0.21,0.11,1
Them sense create,Erika Norton,classical,47,297313,0.04,0.87,0.41,1
Will I office community,Charlotte Jones,folk,36,147154,0.17,0.14,0.73,0
Push standard,Lacey Shaw,electronic,4,266201,0.48,0.25,0.75,1
Build issue,Charlotte Jones,pop,96,270869,0.3,0.58,0.83,0
Oil table prove,Wesley Nelson,reggae,67,212604,0.56,0.44,0.52,1
Nature among way,Marvin Shaw,hip hop,28,149256,0.42,0.95,0.55,0
East mission hair,Brittany Avila,metal,6,255230,0.01,1.0,0.6,1
Republican trouble term,Jennifer Mcpherson,rock,13,283733,0.23,0.93,0.84,1
Probably sometimes,Kristen Luna MD,jazz,76,262728,0.56,0.77,0.25,0
Table yeah available,John Evans,electronic,81,192956,0.98,0.44,0.74,0
Cup nor nor,Marvin Shaw,folk,12,178545,0.79,0.45,0.67,1
Partner artist training,Lacey Shaw,metal,39,216009,0.31,0.03,0.86,0
Line better,Charles Conley,pop,29,213343,0.32,0.94,0.52,0
Partner represent,Mr. Norman Bender DDS,jazz,92,146507,0.67,0.78,0.03,0
Remember day,Jennifer Black,electronic,41,135193,0.81,0.14,0.91,1
Wrong own,Lindsay Orr,reggae,75,265053,0.76,0.96,0.52,1
Decision side ability,Janice Schaefer,electronic,8,217281,0.43,0.29,0.32,0
Control report either,Edward Mitchell,electronic,4,236981,0.77,0.38,0.42,1
Mean skin act,Brittany Avila,pop,84,225274,0.21,0.91,0.09,0
Everybody have another,Jasmine Smith,metal,11,147355,0.99,0.59,0.34,0
Election training agent,Kathryn Holloway,pop,31,248470,0.21,0.11,0.19,0
Guess have marriage,Alyssa Kelley,electronic,63,283255,0.08,0.47,0.77,0
Mouth consider water,Darrell Lewis,reggae,80,290952,0.21,0.41,0.81,0
Big grow,Wesley Nelson,pop,36,217273,0.52,0.05,0.14,0
Large term country,Jesse Mccarthy,metal,34,237641,0.97,0.3,0.3,1
Success fund happen,William Rivera,reggae,18,214420,0.88,0.92,0.06,1
Side street,Destiny Roberts,classical,73,293164,0.61,0.34,0.89,1
Seek cold,Jesus Flores,reggae,81,151364,0.13,0.81,0.99,0
Energy,Lindsay Orr,classical,70,293390,0.97,0.02,0.23,1
Staff even,Christopher Gomez,pop,12,268994,0.6,0.8,0.97,1
Rather buy,Edward Mitchell,folk,33,192791,0.32,0.33,0.7,0
Economic could coach,Julia Green,reggae,37,168614,0.03,0.31,0.06,1
Wear support mean,Jennifer Mcpherson,rock,88,294582,0.33,0.48,0.99,0
Easy hour go,Ryan Hahn,hip hop,14,223168,0.65,0.8,0.6,0
Series type tonight,Richard Fields,pop,9,178740,0.88,0.86,0.08,0
Case new TV,Edward Mitchell,classical,80,261254,0.05,0.63,0.02,0
Join enjoy,Antonio Jones,jazz,55,214201,0.31,0.26,0.98,0
Only five,Jonathan Atkins,pop,4,125897,0.29,0.41,0.85,1
Decade anything,Kathryn Ruiz,reggae,67,175327,0.3,0.97,0.81,1
About real,Jennifer Mcpherson,hip hop,52,124961,0.28,0.9,0.58,0
News,Alexa Pace,jazz,54,155271,0.32,0.42,0.08,0
Sort pull find,Christopher Higgins,folk,89,243342,0.6,0.74,0.09,0
Work simple,Brandi Yates,hip hop,13,220678,0.35,0.68,0.37,0
Generation organization,Darrell Lewis,classical,42,277722,0.02,0.24,0.34,0
Smile break guy,William Livingston,reggae,99,250353,0.26,0.63,0.68,1
Task project type,Charlotte Jones,reggae,92,293356,0.39,0.19,0.77,0
West brother,Jasmine Smith,pop,29,160975,0.7,0.12,0.46,1
Manager stand skin,Lacey Shaw,pop,46,200554,0.96,0.1,0.51,1
Particularly front nearly,Kathryn Ruiz,jazz,75,229948,0.28,0.76,0.64,0
Like week,Amanda Huffman,jazz,39,142019,0.94,0.54,0.19,0
Why big law Congress,William Rivera,rock,56,285862,0.13,0.94,0.68,1
People manager each,Kristen Luna MD,reggae,76,161187,0.78,0.46,0.72,0
Could thank response,Clayton Stone,jazz,67,270799,0.99,0.02,0.0,1
Color position evening,Kyle Brady,metal,97,262715,0.26,0.41,0.88,0
Step who executive,Mr. Norman Bender DDS,jazz,94,251894,0.49,0.02,0.96,0
Wide sport,Alexa Pace,reggae,85,287405,0.67,0.48,0.8,1
Get film wall,John Evans,electronic,67,131871,0.32,0.27,0.15,0
Need art mouth,Christopher Gomez,rock,58,152143,0.42,0.85,0.57,1
Little make,Aaron Phillips,reggae,58,233385,0.43,0.95,0.75,0
Second drop,Kathryn Holloway,rock,24,215625,0.16,0.84,0.13,0
Arm order point,John Evans,rock,55,271878,0.5,0.93,0.02,1
Give really particular,David Baker,metal,57,203508,0.58,0.03,0.37,1
Threat early argue you,Nicholas Meyer,electronic,75,290948,0.67,0.98,0.48,1
Recent society reality,John Evans,jazz,61,246174,0.92,0.99,0.27,1
Choose on tend,Janice Schaefer,reggae,7,155328,0.97,1.0,0.75,0
Story tough thought wind,Jennifer Mcpherson,classical,36,187121,0.62,0.04,0.83,1
Require,Charles Conley,reggae,16,217046,0.39,0.63,0.49,1
College,Antonio Jones,folk,45,208246,0.73,0.71,0.65,1
Heart fine,Nichole Drake,metal,30,208673,0.69,0.97,0.0,1
Crime house fall,Darrell Lewis,pop,43,176574,0.78,0.69,0.16,1
Player prove hair,Jennifer Black,hip hop,80,157463,0.47,0.57,0.67,1
Big data myself,Kristen Luna MD,pop,71,272323,0.99,0.84,0.86,1
Leave treatment truth,Richard Fields,metal,30,227413,0.93,0.81,0.54,0
Same particular west,Aaron Phillips,reggae,87,200276,0.26,0.17,0.9,1
College,Jasmine Smith,electronic,46,132106,0.06,0.48,0.83,0
Include,Mary Martin,metal,28,245356,0.5,0.78,0.68,1
Draw blue note,Antonio Jones,hip hop,62,147832,0.42,0.29,0.99,0
Method design,Erika Norton,metal,87,232283,0.58,0.02,0.84,1
Level stuff rich,Kyle Brady,hip hop,77,166119,0.34,0.1,0.61,1
Bag generation boy,Jesus Flores,metal,60,258978,0.06,0.62,0.14,0
Tend party girl,Brandi Yates,reggae,5,125540,0.52,0.2,0.75,1
Middle choice meet,Anne Flynn,pop,26,245914,0.3,0.18,0.99,0
Member sea decade,Jesus Flores,jazz,36,145603,0.55,0.09,0.38,1
Arrive,Marvin Shaw,rock,82,165755,0.57,0.3,0.9,0
Give father,William Livingston,electronic,13,262186,0.16,0.46,0.6,0
Hospital Congress thank,Aaron Phillips,jazz,45,274697,0.35,0.98,0.65,0
Education again turn,Donna Ellis,electronic,72,135613,0.99,0.6,0.38,1
Treat maintain,Brittany Avila,metal,74,186534,0.15,0.57,0.93,0
Model letter,Amanda Huffman,folk,26,246267,0.36,0.86,0.75,1
Lose school,Jennifer Black,hip hop,64,198619,0.38,0.47,0.48,1
Follow fall want,Matthew Reese,folk,99,205066,0.05,0.24,0.82,0
Together director,Lindsay Orr,reggae,17,299249,0.79,1.0,0.58,0
Still environment south,Lacey Shaw,metal,45,132211,0.95,0.33,0.2,1
Crime relationship,Jesus Flores,reggae,77,158191,0.28,0.84,0.63,0
Project participant late finish,Anne Flynn,reggae,50,266368,0.72,0.76,0.49,0
Believe option officer,Brandi Yates,folk,67,269263,0.83,0.86,0.08,0
Article,Aaron Phillips,folk,56,163448,0.51,0.48,0.5,1
Against reflect within,Ryan Hahn,rock,37,124721,0.44,0.7,0.86,0
Couple song ask,Jesus Flores,metal,48,202181,0.18,0.75,0.1,1
Science,Donna Ellis,reggae,9,294514,0.51,0.14,0.29,1
Down finish,Kristen Luna MD,rock,1,240636,0.81,0.57,0.13,1
Bar measure everything,Jasmine Smith,electronic,31,239640,0.06,0.93,0.42,1
Like television,Abigail Watkins,folk,37,282614,0.4,0.8,0.32,0
Goal current,Jennifer Mcpherson,electronic,26,136541,0.66,0.03,0.11,1
Parent two,Clayton Stone,folk,47,223721,0.44,0.23,0.88,0
Argue power risk,Ryan Hahn,reggae,88,132142,0.72,0.72,0.99,1
Building thing,Darrell Lewis,jazz,24,144189,0.91,0.45,0.41,0
Tough southern perform,Donna Ellis,reggae,0,168466,0.94,0.71,0.7,1
